iter	Logloss
0	0.6590006155
1	0.6201378987
2	0.5888867024
3	0.5587017329
4	0.5269601736
5	0.4998596578
6	0.4742965527
7	0.4478506676
8	0.4288800564
9	0.4090937618
10	0.3904762915
11	0.3723838466
12	0.3525218312
13	0.3363240015
14	0.3200037773
15	0.3043192649
16	0.2903219584
17	0.277590604
18	0.2650589873
19	0.2560889627
20	0.2449819244
21	0.2347027843
22	0.2250413136
23	0.2160720893
24	0.2084811924
25	0.2017582644
26	0.1952259307
27	0.1882548705
28	0.1821093294
29	0.176745967
30	0.1712795113
31	0.1667338836
32	0.1621342253
33	0.1570228076
34	0.1522653694
35	0.1479262106
36	0.1438839152
37	0.1401507513
38	0.1364303642
39	0.1331892175
40	0.1303801642
41	0.1274139165
42	0.1250837477
43	0.122470218
44	0.1199886867
45	0.117990879
46	0.1159018418
47	0.1141636148
48	0.1121357564
49	0.1099529768
50	0.1080675714
51	0.106297961
52	0.1048874721
53	0.1035143204
54	0.1025011576
55	0.1012278644
56	0.0998419511
57	0.09868333997
58	0.09751088978
59	0.09649225844
60	0.09562717366
61	0.09473414452
62	0.09367014614
63	0.09280881587
64	0.09160681325
65	0.09072580617
66	0.089712968
67	0.08876074063
68	0.08813498892
69	0.08746937386
70	0.08675480858
71	0.0861456563
72	0.08569154878
73	0.08509739686
74	0.08449139909
75	0.08385689501
76	0.08316246289
77	0.08275674548
78	0.08217080233
79	0.08162096593
80	0.08111412989
81	0.0806478759
82	0.08019810024
83	0.07971357096
84	0.07937385401
85	0.0789212836
86	0.07853652345
87	0.07815627344
88	0.07777424261
89	0.07745330276
90	0.07715717179
91	0.07681800897
92	0.07646829687
93	0.0760843152
94	0.075745131
95	0.07545487691
96	0.07518236702
97	0.07492391192
98	0.0745211521
99	0.07418114566
100	0.07386783606
101	0.0737155395
102	0.07343807502
103	0.07320300338
104	0.07295065384
105	0.0726836101
106	0.07243163712
107	0.0721868535
108	0.07195403344
109	0.07175394691
110	0.0714899816
111	0.07127881691
112	0.07112144949
113	0.07094420044
114	0.07078435037
115	0.07055987335
116	0.07041373482
117	0.07024993124
118	0.07007522881
119	0.06994562513
120	0.06972952536
121	0.06958053202
122	0.06940173922
123	0.06919870013
124	0.06906125687
125	0.06893422593
126	0.06878407731
127	0.06865044945
128	0.06849225237
129	0.06831927502
130	0.06813955983
131	0.06798679192
132	0.06783199369
133	0.06764776112
134	0.06753840118
135	0.06737527279
136	0.06724138444
137	0.06711509284
138	0.06700688354
139	0.06686222513
140	0.06671522645
141	0.06657675258
142	0.06644691125
143	0.06636242621
144	0.06623454518
145	0.06609850547
146	0.06597070819
147	0.06580032133
148	0.06566796641
149	0.06551704355
150	0.06536572523
151	0.06522224272
152	0.06509407066
153	0.06494871216
154	0.06482738527
155	0.06472929702
156	0.06457152153
157	0.06443174914
158	0.06434263818
159	0.06424042137
160	0.06411115264
161	0.06400688748
162	0.06389439985
163	0.06377428613
164	0.06364631867
165	0.06356207698
166	0.06342951421
167	0.0633415025
168	0.06325698119
169	0.06314965849
170	0.06306956188
171	0.06297807134
172	0.06287999565
173	0.06277547817
174	0.06267102119
175	0.06257109078
176	0.06247204028
177	0.06237646326
178	0.06228193526
179	0.06217640435
180	0.06205929866
181	0.06194191519
182	0.0618759136
183	0.06178268995
184	0.06172473546
185	0.06161548489
186	0.06150486401
187	0.06139431423
188	0.06132502589
189	0.06127129809
190	0.06116882908
191	0.06110031305
192	0.06099422617
193	0.0609118197
194	0.06081998644
195	0.06071346686
196	0.06061302672
197	0.0605573794
198	0.06042683306
199	0.06035338352
200	0.06028458867
201	0.06021583811
202	0.06012696442
203	0.06006038473
204	0.05999057513
205	0.05992100077
206	0.05982860141
207	0.05972231486
208	0.05964723794
209	0.0595211308
210	0.05942899606
211	0.05935129508
212	0.05928287424
213	0.05921222703
214	0.0591769603
215	0.05910078516
216	0.05900368921
217	0.05894696912
218	0.05890246959
219	0.05880389571
220	0.05874249644
221	0.05865341905
222	0.05859912308
223	0.05852680136
224	0.05845388899
225	0.05840252214
226	0.05827276485
227	0.05821464745
228	0.05814138457
229	0.05807083396
230	0.05799007067
231	0.05790466962
232	0.05783601257
233	0.05775958059
234	0.05771185359
235	0.05762375445
236	0.0575654706
237	0.05749109102
238	0.05745413024
239	0.05734805068
240	0.05729557457
241	0.05721811353
242	0.05712121143
243	0.05704875775
244	0.05699288674
245	0.0569397496
246	0.05685848272
247	0.05679641344
248	0.05674479081
249	0.0566533276
250	0.05659972397
251	0.05650470564
252	0.05642804478
253	0.05634748446
254	0.05626832865
255	0.05618882983
256	0.05615024636
257	0.05608310001
258	0.05601228961
259	0.05599862954
260	0.05592487676
261	0.05587347233
262	0.055811287
263	0.05575660066
264	0.05570752252
265	0.05564278412
266	0.05560124207
267	0.05555640431
268	0.05552339516
269	0.05545685282
270	0.05537251328
271	0.05531203731
272	0.05523656651
273	0.05514599952
274	0.05507923792
275	0.0550616073
276	0.05496399618
277	0.05493114541
278	0.05486391302
279	0.05481688994
280	0.05475498833
281	0.05469268008
282	0.05461598353
283	0.05456507164
284	0.05452002492
285	0.05446374105
286	0.05441972016
287	0.05438587956
288	0.05431377482
289	0.05423908696
290	0.05418712869
291	0.05414543738
292	0.05410403332
293	0.0540543394
294	0.0539977177
295	0.05394935438
296	0.05390547362
297	0.05383629333
298	0.05378216407
299	0.05370959436
300	0.05364754271
301	0.05358539238
302	0.05354864035
303	0.05350452862
304	0.05345058551
305	0.05340637078
306	0.05336533229
307	0.05329226548
308	0.05322889443
309	0.05317651819
310	0.05313064711
311	0.05306730984
312	0.0530272147
313	0.05294279901
314	0.05287576423
315	0.05282005345
316	0.05276486478
317	0.05272452863
318	0.05265458488
319	0.05258156793
320	0.0524997123
321	0.05244339351
322	0.0523942182
323	0.05233281897
324	0.05229659631
325	0.05224763352
326	0.05218547095
327	0.05213869774
328	0.05205290355
329	0.05199959103
330	0.05194301406
331	0.05189892858
332	0.05186195022
333	0.05181434298
334	0.05177907495
335	0.05173769857
336	0.05168509253
337	0.05162363581
338	0.05159447936
339	0.0515358199
340	0.05148625189
341	0.05143683306
342	0.05138094099
343	0.05129041503
344	0.0512568568
345	0.05120747891
346	0.0511410634
347	0.05107873907
348	0.05101175897
349	0.05095011637
350	0.05090937235
351	0.0508606262
352	0.05083037094
353	0.05074559839
354	0.05070258175
355	0.05065958429
356	0.05059662319
357	0.0505511278
358	0.05050613063
359	0.05046678535
360	0.05042629001
361	0.05037970152
362	0.05033419238
363	0.05028391579
364	0.05023727769
365	0.05016698854
366	0.05011534575
367	0.05007494496
368	0.05002679512
369	0.04996418512
370	0.04993853956
371	0.04986197198
372	0.04976998514
373	0.04971689766
374	0.04964996868
375	0.04957021475
376	0.04953229164
377	0.04949068851
378	0.04944943124
379	0.04942360536
380	0.04937052407
381	0.04931320493
382	0.04927659094
383	0.04922919587
384	0.04918977497
385	0.04912828583
386	0.04906798302
387	0.04901937935
388	0.04896663759
389	0.04891032649
390	0.04885088649
391	0.04881017474
392	0.04876450781
393	0.04872819078
394	0.04866442944
395	0.0486111131
396	0.04855890729
397	0.04851735906
398	0.04849049766
399	0.04845929239
400	0.048403419
401	0.04836923902
402	0.0483311615
403	0.04829503005
404	0.04823400452
405	0.04820293529
406	0.04815987008
407	0.04809814763
408	0.04806336201
409	0.04801690337
410	0.04797292834
411	0.04793040781
412	0.04788399475
413	0.04783710204
414	0.04780870792
415	0.04776382518
416	0.04771920043
417	0.04765619094
418	0.04759045015
419	0.04756019392
420	0.04753143766
421	0.0474839247
422	0.04745676624
423	0.04740044662
424	0.04735979693
425	0.04732436623
426	0.04729308917
427	0.047248525
428	0.047222028
429	0.04718505932
430	0.04715041068
431	0.04712328966
432	0.04710040633
433	0.04706433959
434	0.04704404081
435	0.04700964849
436	0.04696819799
437	0.04693170688
438	0.04690691304
439	0.04686886564
440	0.0468387111
441	0.0468156326
442	0.04678330273
443	0.0467279054
444	0.04667904933
445	0.04664428271
446	0.04660737498
447	0.04656929385
448	0.04653519236
449	0.04649048903
450	0.04644040491
451	0.04639968175
452	0.04634511249
453	0.04631410676
454	0.0462431312
455	0.04619042284
456	0.04614789341
457	0.04610565046
458	0.04606090452
459	0.04601874738
460	0.04597784018
461	0.04594255138
462	0.04589066242
463	0.04586250206
464	0.04583082202
465	0.04579351057
466	0.04572955645
467	0.04568342824
468	0.04563576558
469	0.04556425901
470	0.04552180688
471	0.04547631913
472	0.04541923832
473	0.04537499479
474	0.0453285322
475	0.04526537643
476	0.04522928824
477	0.0452101294
478	0.04516904487
479	0.04513266176
480	0.04509496497
481	0.04505541072
482	0.04503261069
483	0.04502073083
484	0.04498091319
485	0.04493937112
486	0.04491437076
487	0.04488370128
488	0.04485406043
489	0.04481833381
490	0.04478748572
491	0.04474757822
492	0.04471684661
493	0.04464884965
494	0.04459481253
495	0.04453943732
496	0.04448947163
497	0.04445147889
498	0.04441715584
499	0.04438292716
500	0.04434926056
501	0.04432432103
502	0.04429724617
503	0.04428700611
504	0.04425194725
505	0.04422022354
506	0.04417507735
507	0.04413435357
508	0.04410462166
509	0.0440733928
510	0.04403426488
511	0.04399510463
512	0.04398350204
513	0.04393920504
514	0.04389564647
515	0.04386033131
516	0.04382413855
517	0.04379034284
518	0.04376131708
519	0.04372216541
520	0.04369253071
521	0.04366002633
522	0.04362713555
523	0.04357737965
524	0.04352486663
525	0.04348482532
526	0.04345288527
527	0.04342201845
528	0.04336193305
529	0.04330758383
530	0.04329280121
531	0.04326205348
532	0.04324013155
533	0.04319813532
534	0.04316026961
535	0.04314339437
536	0.04310583431
537	0.04307922532
538	0.04304847024
539	0.04302523645
540	0.04299786292
541	0.04295715109
542	0.04292990404
543	0.04288872015
544	0.04284780846
545	0.04280202327
546	0.04277581425
547	0.04276862746
548	0.04274215173
549	0.04270686026
550	0.04266744399
551	0.04263858119
552	0.0426230797
553	0.04260020296
554	0.04254272568
555	0.04250676784
556	0.04249779719
557	0.04244482888
558	0.04240474359
559	0.04238623505
560	0.04236948931
561	0.04234736332
562	0.04232321724
563	0.04228349395
564	0.0422373096
565	0.04220181446
566	0.04216651926
567	0.04215328078
568	0.04214280194
569	0.04212614942
570	0.04210930808
571	0.04207097709
572	0.04204145661
573	0.04201397349
574	0.04199031573
575	0.04196799068
576	0.04194257511
577	0.0419143525
578	0.04186988763
579	0.04183794194
580	0.04181581323
581	0.041775579
582	0.04173854196
583	0.04171857884
584	0.04168098624
585	0.04165998532
586	0.04162287011
587	0.04159272168
588	0.04154870428
589	0.04149575345
590	0.04146318711
591	0.04144184164
592	0.04141077701
593	0.04138670413
594	0.04133465089
595	0.04131359386
596	0.04129029066
597	0.04124434892
598	0.04122253999
599	0.04118008414
600	0.04114514196
601	0.04110960561
602	0.04108129966
603	0.04105337767
604	0.0410155192
605	0.04099310204
606	0.04097599231
607	0.04095585783
608	0.04093367966
609	0.04089916275
610	0.04086160476
611	0.04083221346
612	0.04081317158
613	0.04078352331
614	0.04075597315
615	0.04074746108
616	0.0407231668
617	0.04070351716
618	0.04067407342
619	0.040649363
620	0.04060661593
621	0.04059844951
622	0.0405748455
623	0.04052263918
624	0.040475058
625	0.04043029731
626	0.04040997853
627	0.04036187365
628	0.04031131989
629	0.04026781476
630	0.04022433694
631	0.04017516068
632	0.04014704722
633	0.04010546417
634	0.04005904501
635	0.04003884083
636	0.04001818927
637	0.0399949516
638	0.03997172652
639	0.03994651894
640	0.03993158681
641	0.03988689597
642	0.03986414069
643	0.03984304649
644	0.03981016699
645	0.03978471511
646	0.0397733724
647	0.03972637918
648	0.03970514168
649	0.03968569984
650	0.03959735193
651	0.03954950573
652	0.03953041543
653	0.03951891332
654	0.03949705453
655	0.03948057242
656	0.03945435498
657	0.03941108893
658	0.03938726455
659	0.03935581305
660	0.03932828162
661	0.03931178963
662	0.03922773586
663	0.03914499228
664	0.03912066593
665	0.03909926691
666	0.03907232366
667	0.03903747589
668	0.03901901114
669	0.03897426894
670	0.0389265222
671	0.0388832732
672	0.03883399596
673	0.03878366453
674	0.03876909219
675	0.0386890861
676	0.03865516471
677	0.0386152873
678	0.03856882973
679	0.03852182007
680	0.03847848774
681	0.03843823709
682	0.03841540508
683	0.03838909431
684	0.03834742316
685	0.03829342161
686	0.03827867039
687	0.03826105697
688	0.03822342206
689	0.03818070384
690	0.03816174552
691	0.03813927118
692	0.03811130723
693	0.03809731255
694	0.03807699415
695	0.03805783934
696	0.03804029415
697	0.03801861828
698	0.03799600699
699	0.0379800744
700	0.03796030046
701	0.03794891562
702	0.03791295527
703	0.0378975373
704	0.03786100046
705	0.03783273795
706	0.0377567796
707	0.03771857303
708	0.03767852141
709	0.03766450583
710	0.03764732504
711	0.03762729523
712	0.03759211806
713	0.03756360694
714	0.03755226912
715	0.03747890158
716	0.03745574118
717	0.03744212841
718	0.03742869464
719	0.03739652742
720	0.03736260837
721	0.03732446762
722	0.03730162318
723	0.03726430168
724	0.03724415475
725	0.03722361329
726	0.0371823672
727	0.03714687321
728	0.0371278788
729	0.0371119897
730	0.03709279105
