iter	Logloss
731	0.03702204176
732	0.03700900592
733	0.0369869195
734	0.03695281182
735	0.03691447082
736	0.03690116503
737	0.03688995898
738	0.03687902146
739	0.03684689511
740	0.03680786926
741	0.03679272633
742	0.03675833769
743	0.03673325406
744	0.03671359445
745	0.03668332798
746	0.0366500889
747	0.03663074517
748	0.03659672807
749	0.03658735055
750	0.03656877763
751	0.03655072528
752	0.03649371416
753	0.03647492126
754	0.03645733134
755	0.03644732855
756	0.03642940203
757	0.03640922764
758	0.0363551256
759	0.03633173269
760	0.03631709702
761	0.03630485262
762	0.03629101508
763	0.03627684026
764	0.03624442566
765	0.03622318952
766	0.03621346181
767	0.03618793935
768	0.03616722536
769	0.03613969777
770	0.03612208915
771	0.03609085063
772	0.03607500764
773	0.03605323562
774	0.03604296602
775	0.03602074755
776	0.03600115153
777	0.03598954029
778	0.03597408101
779	0.0359627805
780	0.03595164161
781	0.0358848705
782	0.03585816592
783	0.03582173574
784	0.03580283803
785	0.03578462068
786	0.03574998201
787	0.03573748167
788	0.03568964255
789	0.0356799717
790	0.03566193322
791	0.03563226343
792	0.03561879357
793	0.03559190371
794	0.03555837144
795	0.0355300257
796	0.03551083071
797	0.03544642667
798	0.03543621019
799	0.03541213228
800	0.03537541623
801	0.03536555033
802	0.03533344025
803	0.0353146347
804	0.03530169812
805	0.03529260909
806	0.03527511259
807	0.035261234
808	0.03523294421
809	0.03521679401
810	0.03520797714
811	0.03517796837
812	0.03512516654
813	0.03508611948
814	0.03505480003
815	0.03503636252
816	0.0350155615
817	0.03499225086
818	0.03497409021
819	0.03493965415
820	0.03491297442
821	0.03489616043
822	0.03487064284
823	0.03484257175
824	0.03480571878
825	0.0347858195
826	0.03476847694
827	0.03475888456
828	0.0347358002
829	0.03469724891
830	0.03463648243
831	0.03461852968
832	0.03458498623
833	0.03456523197
834	0.03454583583
835	0.03453162133
836	0.03450460443
837	0.03447597901
838	0.03444549741
839	0.03441573107
840	0.03438788242
841	0.03436863548
842	0.03433491419
843	0.03428404824
844	0.03425743549
845	0.03424005458
846	0.0342074584
847	0.03419651597
848	0.03417945574
849	0.03414731821
850	0.03412830245
851	0.03407916444
852	0.0340707495
853	0.03404465504
854	0.03402206397
855	0.03399026092
856	0.03397077795
857	0.03393762117
858	0.03392826994
859	0.03389732968
860	0.03386128226
861	0.03384258001
862	0.03382546378
863	0.03379792625
864	0.03377980327
865	0.03376122871
866	0.03373581685
867	0.03372236473
868	0.03370372195
869	0.03368714032
870	0.03366918129
871	0.03365321133
872	0.03362231608
873	0.03360443022
874	0.03358916671
875	0.03357618037
876	0.03352860874
877	0.03349757517
878	0.03347108685
879	0.03341396046
880	0.0333977131
881	0.03338257361
882	0.03335434726
883	0.03333717663
884	0.0333200234
885	0.0332738516
886	0.03326496286
887	0.0332316742
888	0.03315844225
889	0.03313622021
890	0.03312757762
891	0.03309545009
892	0.03307876289
893	0.03305362696
894	0.03303046036
895	0.03300610526
896	0.03298656635
897	0.03296266616
898	0.03293600511
899	0.03292597034
900	0.03291093021
901	0.03288529971
902	0.0328629957
903	0.03282953437
904	0.03281241838
905	0.03275965281
906	0.032749802
907	0.03270356821
908	0.03267647291
909	0.0326268317
910	0.03260980126
911	0.03259792146
912	0.03256892913
913	0.03256243373
914	0.03254862925
915	0.03253047377
916	0.03249665937
917	0.03248050572
918	0.03246207679
919	0.03240790762
920	0.03239497985
921	0.03235126224
922	0.03233328947
923	0.03231553959
924	0.03228486152
925	0.0322695146
926	0.03224376831
927	0.03222691209
928	0.03220219509
929	0.03218594792
930	0.03217246458
931	0.03215860548
932	0.03213473403
933	0.03211767006
934	0.03209166038
935	0.03207589061
936	0.03205913617
937	0.03203936357
938	0.03201193
939	0.03196502884
940	0.03195191336
941	0.0319000541
942	0.03187102334
943	0.03185708335
944	0.03184480965
945	0.03183278943
946	0.03178273278
947	0.03175463689
948	0.03172736147
949	0.03168192067
950	0.0316554434
951	0.03162687787
952	0.03158274735
953	0.03156762891
954	0.03155591697
955	0.03153579248
956	0.03150853078
957	0.03149279204
958	0.03147739766
959	0.03145798183
960	0.03140882036
961	0.03137592949
962	0.03135724214
963	0.03132066008
964	0.03129203836
965	0.03125660495
966	0.03124185609
967	0.03123532697
968	0.03120106709
969	0.03118236611
970	0.03116137891
971	0.03113889357
972	0.03110904096
973	0.03108343994
974	0.03107842503
975	0.03104698141
976	0.0310143479
977	0.03096366331
978	0.03095143045
979	0.03094447373
980	0.03092458654
981	0.03089731143
982	0.03087666313
983	0.03086061498
984	0.03083216378
985	0.03080614656
986	0.03077160822
987	0.0307582144
988	0.03074737768
989	0.0307195364
990	0.03068629137
991	0.03066303566
992	0.03063572933
993	0.03061005018
994	0.03059125178
995	0.03057716929
996	0.03056795954
997	0.03054993103
998	0.0305286851
999	0.0305032274
